Date,Adj Close,Close,High,Low,Open,Volume
2020-05-07,1674.05810546875,1891.6500244140625,1934.449951171875,1883.3499755859375,1910.0,3166754
2020-05-08,1675.60693359375,1893.4000244140625,1939.5,1886.25,1939.0999755859375,2686530
2020-05-11,1712.6871337890625,1935.300048828125,1951.4000244140625,1909.0,1909.0,2449841
2020-05-12,1725.25390625,1949.5,1956.5,1910.25,1933.4000244140625,3256595
2020-05-13,1725.3865966796875,1949.6500244140625,1994.0,1925.6500244140625,1994.0,2656665
2020-05-14,1683.527099609375,1902.3499755859375,1923.0999755859375,1891.0999755859375,1910.0,2263146
2020-05-15,1675.164306640625,1892.9000244140625,1917.4000244140625,1865.199951171875,1916.0,3173682
2020-05-18,1721.80224609375,1945.5999755859375,1952.949951171875,1872.0999755859375,1907.0,3727694
2020-05-19,1724.5015869140625,1948.6500244140625,1966.449951171875,1903.0,1903.0,3198693
2020-05-20,1728.8819580078125,1953.5999755859375,1962.9000244140625,1931.699951171875,1950.0,2778505
2020-05-21,1762.1572265625,1991.199951171875,1998.0,1941.1500244140625,1946.0,3400908
2020-05-22,1787.953857421875,2020.3499755859375,2032.0,1961.25,1977.0999755859375,3663418
2020-05-26,1719.5015869140625,1943.0,2024.0,1925.0,2015.0,4575317
2020-05-27,1774.63525390625,2005.300048828125,2010.0,1941.25,1959.0,3482160
2020-05-28,1773.750244140625,2004.300048828125,2014.0,1971.300048828125,1988.5,3475681
2020-05-29,1745.4754638671875,1972.3499755859375,2002.6500244140625,1962.4000244140625,1982.0,7237735
2020-06-01,1809.9898681640625,2045.25,2060.0,1981.0999755859375,1990.0,3747773
2020-06-02,1811.6715087890625,2047.1500244140625,2081.0,2040.050048828125,2060.199951171875,2443886
2020-06-03,1816.1092529296875,2046.1500244140625,2063.75,2020.0,2051.85009765625,3699799
2020-06-04,1856.40478515625,2091.550048828125,2100.0,2046.75,2046.75,4048593
2020-06-05,1817.97314453125,2048.25,2098.0,2040.300048828125,2091.60009765625,3573289
2020-06-08,1838.8311767578125,2071.75,2095.0,2062.10009765625,2078.25,2957841
2020-06-09,1839.097412109375,2072.050048828125,2095.5,2060.25,2063.10009765625,2909439
2020-06-10,1871.6712646484375,2108.75,2132.0,2073.5,2077.050048828125,5168397
2020-06-11,1835.19189453125,2067.64990234375,2105.0,2061.800048828125,2100.0,2269513
2020-06-12,1810.2066650390625,2039.5,2049.199951171875,2011.0,2011.199951171875,2842642
2020-06-15,1801.6861572265625,2029.9000244140625,2059.0,2000.949951171875,2039.0999755859375,2399022
2020-06-16,1815.7987060546875,2045.800048828125,2073.949951171875,2031.0,2065.0,2146528
2020-06-17,1817.573486328125,2047.800048828125,2058.85009765625,2026.550048828125,2046.0,2703527
2020-06-18,1808.9644775390625,2038.0999755859375,2059.199951171875,2025.199951171875,2045.0,1944389
2020-06-19,1814.7335205078125,2044.5999755859375,2090.0,2032.0,2042.0,5681758
2020-06-22,1799.955078125,2027.949951171875,2052.25,2019.1500244140625,2050.0,3196138
2020-06-23,1806.4791259765625,2035.300048828125,2044.0,2010.0,2027.0,4205944
2020-06-24,1812.6031494140625,2042.199951171875,2064.25,2031.5999755859375,2034.0,2560937
2020-06-25,1789.4373779296875,2016.0999755859375,2060.0,2009.25,2035.0,3043931
2020-06-26,1880.6357421875,2118.85009765625,2132.0,2019.949951171875,2025.0,6300722
2020-06-29,1865.3695068359375,2101.64990234375,2127.60009765625,2091.300048828125,2108.0,3076341
2020-06-30,1848.061767578125,2082.14990234375,2111.89990234375,2075.050048828125,2100.0,3071725
2020-07-01,1856.848876953125,2092.050048828125,2113.949951171875,2079.5,2079.699951171875,2503466
2020-07-02,1914.6298828125,2157.14990234375,2165.0,2098.0,2102.0,3758699
2020-07-03,1952.351806640625,2199.64990234375,2205.0,2160.25,2163.64990234375,4185208
2020-07-06,2008.757568359375,2263.199951171875,2269.89990234375,2205.0,2205.0,5190366
2020-07-07,2014.7037353515625,2269.89990234375,2302.699951171875,2232.14990234375,2275.0,5630055
2020-07-08,1969.437255859375,2218.89990234375,2274.39990234375,2207.60009765625,2270.0,2793358
2020-07-09,1956.5235595703125,2204.35009765625,2244.5,2191.050048828125,2229.0,3443998
2020-07-10,1972.4998779296875,2222.35009765625,2249.85009765625,2176.0,2205.25,9610320
2020-07-13,1970.4140625,2220.0,2244.949951171875,2210.0,2220.0,2963503
2020-07-14,1927.76611328125,2171.949951171875,2239.0,2165.0,2210.0,2976738
2020-07-15,1982.7515869140625,2233.89990234375,2260.0,2181.10009765625,2185.0,5569321
2020-07-16,1987.955078125,2234.75,2333.0,2220.10009765625,2244.0,8582118
2020-07-17,1957.709716796875,2200.75,2243.89990234375,2190.050048828125,2237.0,4509135
2020-07-20,1964.0701904296875,2207.89990234375,2226.89990234375,2190.800048828125,2201.0,2952646
2020-07-21,1979.3262939453125,2225.050048828125,2238.64990234375,2201.14990234375,2230.0,2665286
2020-07-22,1948.9925537109375,2190.949951171875,2231.0,2184.199951171875,2231.0,2861534
2020-07-23,1931.423095703125,2171.199951171875,2190.949951171875,2163.0,2190.949951171875,2265766
2020-07-24,1919.147216796875,2157.39990234375,2163.0,2125.10009765625,2154.5,3665100
2020-07-27,1963.0919189453125,2206.800048828125,2215.0,2163.5,2165.0,4248480
2020-07-28,2054.67236328125,2309.75,2320.0,2215.0,2215.0,8092319
2020-07-29,2024.6944580078125,2276.050048828125,2342.0,2246.050048828125,2292.0,6090431
2020-07-30,2027.7630615234375,2279.5,2358.0,2272.25,2285.89990234375,7098496
2020-07-31,2029.4532470703125,2281.39990234375,2334.800048828125,2257.449951171875,2303.14990234375,4723290
2020-08-03,2005.212158203125,2254.14990234375,2303.85009765625,2230.699951171875,2290.449951171875,4012337
2020-08-04,2001.25390625,2249.699951171875,2269.64990234375,2225.050048828125,2259.949951171875,2927928
2020-08-05,2009.97216796875,2259.5,2300.0,2253.0,2260.0,3800641
2020-08-06,2053.205078125,2308.10009765625,2319.5,2265.35009765625,2275.0,4748047
2020-08-07,2041.862548828125,2295.35009765625,2328.0,2287.0,2308.0,3165491
2020-08-10,2030.6982421875,2282.800048828125,2325.0,2276.050048828125,2318.0,2929353
2020-08-11,2028.118896484375,2279.89990234375,2312.0,2275.60009765625,2283.0,2774423
2020-08-12,2008.0592041015625,2257.35009765625,2296.39990234375,2246.550048828125,2288.35009765625,3415751
2020-08-13,2005.47998046875,2254.449951171875,2300.0,2250.5,2273.0,2695682
2020-08-14,1994.537353515625,2242.14990234375,2281.300048828125,2233.10009765625,2277.0,2270405
2020-08-17,2004.545166015625,2253.39990234375,2270.0,2238.25,2263.0,2625630
2020-08-18,2019.089599609375,2269.75,2289.0,2248.300048828125,2262.800048828125,3493374
2020-08-19,2007.392333984375,2256.60009765625,2284.60009765625,2252.5,2276.35009765625,2843005
2020-08-20,2004.0557861328125,2252.85009765625,2276.550048828125,2240.050048828125,2257.0,2895164
2020-08-21,2000.2752685546875,2248.60009765625,2271.0,2241.050048828125,2260.0,1975294
2020-08-24,1999.8309326171875,2248.10009765625,2259.949951171875,2230.0,2250.60009765625,2167966
2020-08-25,1994.982666015625,2242.64990234375,2250.0,2233.550048828125,2245.0,1663419
2020-08-26,2004.6339111328125,2253.5,2259.89990234375,2216.449951171875,2242.0,2618149
2020-08-27,2000.09716796875,2248.39990234375,2287.35009765625,2241.75,2266.0,3579393
2020-08-28,1991.33544921875,2238.550048828125,2279.949951171875,2235.10009765625,2268.39990234375,2941136
2020-08-31,2007.9703369140625,2257.25,2276.199951171875,2228.0,2240.0,6018154
2020-09-01,1998.2742919921875,2246.35009765625,2278.0,2241.300048828125,2269.0,3610908
2020-09-02,2014.997802734375,2265.14990234375,2268.75,2241.64990234375,2247.0,2084137
2020-09-03,2045.5537109375,2299.5,2324.0,2268.0,2268.0,4654146
2020-09-04,2036.03662109375,2288.800048828125,2324.25,2262.949951171875,2275.0,5231303
2020-09-07,2070.062255859375,2327.050048828125,2343.5,2283.35009765625,2289.0,4620401
2020-09-08,2088.87646484375,2348.199951171875,2390.449951171875,2327.050048828125,2335.949951171875,7453998
2020-09-09,2070.595947265625,2327.64990234375,2359.0,2320.0,2325.0,3866535
2020-09-10,2073.708251953125,2331.14990234375,2348.5,2324.300048828125,2335.0,2308813
2020-09-11,2111.916015625,2374.10009765625,2383.0,2330.14990234375,2330.949951171875,4145424
2020-09-14,2216.261474609375,2491.39990234375,2505.75,2381.85009765625,2384.10009765625,7512131
2020-09-15,2216.261474609375,2491.39990234375,2538.0,2464.60009765625,2491.39990234375,7318770
2020-09-16,2226.58056640625,2503.0,2507.60009765625,2477.300048828125,2488.949951171875,3074003
2020-09-17,2189.174560546875,2460.949951171875,2495.75,2450.60009765625,2480.0,4828176
2020-09-18,2179.344970703125,2449.89990234375,2500.39990234375,2436.39990234375,2485.0,4183256
2020-09-21,2193.044189453125,2465.300048828125,2504.89990234375,2452.14990234375,2465.0,4598809
2020-09-22,2244.3271484375,2522.949951171875,2555.0,2458.0,2485.0,7499613
2020-09-23,2194.95703125,2467.449951171875,2519.85009765625,2409.0,2510.0,7502280
2020-09-24,2074.687744140625,2332.25,2450.0,2302.60009765625,2450.0,8424708
2020-09-25,2154.79296875,2422.300048828125,2440.0,2352.10009765625,2368.0,8228267
2020-09-28,2158.351318359375,2426.300048828125,2444.0,2366.0,2440.0,4347166
2020-09-29,2213.59326171875,2488.39990234375,2511.050048828125,2426.300048828125,2434.85009765625,6995811
2020-09-30,2217.062744140625,2492.300048828125,2505.0,2460.0,2489.0,3917166
2020-10-01,2244.772216796875,2523.449951171875,2540.0,2492.300048828125,2510.0,2610337
2020-10-05,2406.984619140625,2705.800048828125,2728.10009765625,2603.050048828125,2620.0,17412105
2020-10-06,2414.54541015625,2714.300048828125,2736.0,2650.10009765625,2736.0,9846367
2020-10-07,2433.80517578125,2735.949951171875,2770.0,2703.0,2742.0,9656101
2020-10-08,2513.643310546875,2825.699951171875,2885.0,2800.0,2800.0,19839329
2020-10-09,2502.301513671875,2812.949951171875,2829.85009765625,2780.0,2810.0,7739245
2020-10-12,2517.46826171875,2830.0,2854.0,2800.75,2815.5,4623203
2020-10-13,2514.400146484375,2826.550048828125,2854.89990234375,2812.199951171875,2845.0,4209878
2020-10-14,2509.97802734375,2809.60009765625,2842.0,2787.550048828125,2842.0,4395936
2020-10-15,2448.3359375,2740.60009765625,2827.75,2727.0,2811.0,6629355
2020-10-16,2468.615234375,2763.300048828125,2771.64990234375,2731.300048828125,2750.10009765625,5273773
2020-10-19,2422.384033203125,2711.550048828125,2774.0,2706.60009765625,2774.0,3331194
2020-10-20,2446.906494140625,2739.0,2759.89990234375,2717.949951171875,2725.0,3406273
2020-10-21,2390.08837890625,2675.39990234375,2749.0,2663.050048828125,2739.0,4570143
2020-10-22,2386.292724609375,2671.14990234375,2686.64990234375,2638.10009765625,2661.0,5262294
2020-10-23,2400.273193359375,2686.800048828125,2702.0,2670.10009765625,2687.800048828125,3499091
2020-10-26,2401.523681640625,2688.199951171875,2709.949951171875,2670.5,2689.949951171875,2672752
2020-10-27,2349.66455078125,2630.14990234375,2718.14990234375,2624.10009765625,2699.75,3537502
2020-10-28,2342.562255859375,2622.199951171875,2655.949951171875,2606.0,2650.0,3569445
2020-10-29,2351.897705078125,2632.64990234375,2655.0,2600.25,2608.0,3105968
2020-10-30,2380.6640625,2664.85009765625,2674.35009765625,2621.60009765625,2636.10009765625,3427003
2020-11-02,2326.839111328125,2604.60009765625,2664.85009765625,2600.050048828125,2660.0,2571196
2020-11-03,2352.746826171875,2633.60009765625,2665.0,2601.050048828125,2604.0,2879269
2020-11-04,2370.211669921875,2653.14990234375,2721.85009765625,2610.0,2610.0,4893928
2020-11-05,2399.290283203125,2685.699951171875,2710.0,2667.0,2685.0,2816502
2020-11-06,2418.721435546875,2707.449951171875,2713.25,2681.300048828125,2699.0,3884421
2020-11-09,2435.828857421875,2726.60009765625,2744.0,2695.10009765625,2731.10009765625,3646592
2020-11-10,2367.0400390625,2649.60009765625,2713.14990234375,2638.35009765625,2697.199951171875,4760020
2020-11-11,2401.166259765625,2687.800048828125,2692.800048828125,2643.39990234375,2667.949951171875,3242441
2020-11-12,2386.203125,2671.050048828125,2713.0,2661.75,2686.0,2437505
2020-11-13,2373.516845703125,2656.85009765625,2664.89990234375,2636.0,2655.75,2548093
2020-11-14,2385.577880859375,2670.35009765625,2689.0,2660.050048828125,2677.949951171875,298819
2020-11-17,2381.736572265625,2666.050048828125,2695.0,2650.050048828125,2695.0,2827273
2020-11-18,2346.537841796875,2626.64990234375,2664.199951171875,2607.050048828125,2661.0,2893762
2020-11-19,2355.694580078125,2636.89990234375,2676.14990234375,2630.85009765625,2637.0,4167501
2020-11-20,2376.554443359375,2660.25,2676.0,2627.550048828125,2655.0,2711471
2020-11-23,2433.7294921875,2724.25,2730.0,2665.0,2690.0,3706418
2020-11-24,2431.764404296875,2722.050048828125,2743.0,2705.0,2734.39990234375,3120516
2020-11-25,2413.226318359375,2701.300048828125,2732.949951171875,2688.199951171875,2729.0,3302249
2020-11-26,2430.468017578125,2720.60009765625,2730.949951171875,2680.0,2686.0,2341099
2020-11-27,2393.88525390625,2679.64990234375,2717.699951171875,2669.050048828125,2705.0,6086808
2020-12-01,2436.007568359375,2726.800048828125,2735.89990234375,2624.449951171875,2679.0,3605017
2020-12-02,2456.33154296875,2749.550048828125,2754.699951171875,2702.449951171875,2719.0,2509032
2020-12-03,2420.5068359375,2709.449951171875,2773.89990234375,2700.800048828125,2773.89990234375,2852548
2020-12-04,2436.677734375,2727.550048828125,2738.85009765625,2699.0,2710.800048828125,2686527
2020-12-07,2445.744873046875,2737.699951171875,2744.0,2706.14990234375,2715.0,1996400
2020-12-08,2498.9892578125,2797.300048828125,2805.550048828125,2732.449951171875,2740.0,4277818
2020-12-09,2511.04931640625,2810.800048828125,2840.0,2793.14990234375,2815.0,3659996
2020-12-10,2487.3759765625,2784.300048828125,2827.300048828125,2780.25,2818.0,2127801
2020-12-11,2486.75048828125,2783.60009765625,2807.699951171875,2764.550048828125,2792.699951171875,1795408
2020-12-14,2499.3466796875,2797.699951171875,2804.0,2756.25,2802.0,2483658
2020-12-15,2467.052001953125,2761.550048828125,2794.699951171875,2755.0,2786.0,2365509
2020-12-16,2514.0869140625,2814.199951171875,2819.800048828125,2760.449951171875,2779.0,2565149
2020-12-17,2535.52685546875,2838.199951171875,2853.699951171875,2805.0,2811.0,2863460
2020-12-18,2555.895751953125,2861.0,2898.0,2846.199951171875,2868.0,6076692
2020-12-21,2519.40234375,2820.14990234375,2886.5,2785.0,2861.0,2705195
2020-12-22,2566.169921875,2872.5,2883.64990234375,2818.64990234375,2834.0,2881737
2020-12-23,2598.5537109375,2908.75,2919.0,2865.449951171875,2876.050048828125,2790988
2020-12-24,2599.090087890625,2909.35009765625,2921.35009765625,2883.199951171875,2909.0,1807144
2020-12-28,2617.001708984375,2929.39990234375,2949.699951171875,2902.0,2910.0,2108994
2020-12-29,2617.984130859375,2930.5,2952.0,2920.0,2920.0,1994151
2020-12-30,2599.045166015625,2909.300048828125,2947.699951171875,2902.0,2934.39990234375,2637968
2020-12-31,2557.458984375,2862.75,2905.0,2845.0,2900.0,4040956
2021-01-01,2615.974365234375,2928.25,2940.0,2879.0,2880.0,2681440
2021-01-04,2715.3154296875,3039.449951171875,3050.75,2940.949951171875,2950.0,5113293
2021-01-05,2763.15478515625,3093.0,3114.25,3039.60009765625,3039.60009765625,5801309
2021-01-06,2726.08056640625,3051.5,3113.5,3037.199951171875,3100.0,3726716
2021-01-07,2709.375244140625,3032.800048828125,3080.85009765625,3000.25,3075.0,3717827
2021-01-08,2788.079345703125,3120.89990234375,3128.0,3060.0,3090.0,5879039
2021-01-11,2837.705078125,3176.449951171875,3230.0,3146.550048828125,3230.0,9508039
2021-01-12,2836.27685546875,3174.85009765625,3210.0,3150.0,3176.449951171875,3611458
2021-01-13,2822.072021484375,3158.949951171875,3177.0,3126.25,3175.0,3572801
2021-01-14,2909.5634765625,3250.699951171875,3266.5,3120.39990234375,3155.0,6931542
2021-01-15,2894.034423828125,3233.35009765625,3274.0,3210.0,3235.0,4131692
2021-01-18,2883.652099609375,3221.75,3256.75,3187.39990234375,3250.0,4160906
2021-01-19,2918.51416015625,3260.699951171875,3279.0,3232.0,3233.0,2975735
2021-01-20,2961.56640625,3308.800048828125,3327.949951171875,3267.10009765625,3270.0,3453446
2021-01-21,2930.284423828125,3273.85009765625,3309.14990234375,3262.10009765625,3305.0,2778546
2021-01-22,2956.46435546875,3303.10009765625,3325.0,3241.89990234375,3241.89990234375,3052459
2021-01-25,2945.9033203125,3291.300048828125,3339.800048828125,3278.64990234375,3308.949951171875,2272887
2021-01-27,2918.8271484375,3261.050048828125,3306.449951171875,3227.0,3300.0,2786662
2021-01-28,2861.096435546875,3196.550048828125,3275.0,3183.800048828125,3230.0,3083938
2021-01-29,2784.837890625,3111.35009765625,3216.85009765625,3100.0,3210.050048828125,5445659
2021-02-01,2809.89892578125,3139.35009765625,3165.0,3044.10009765625,3100.0,3985846
2021-02-02,2867.272705078125,3203.449951171875,3224.0,3150.0,3174.0,2881837
2021-02-03,2864.229248046875,3200.050048828125,3236.0,3162.64990234375,3213.0,2505866
2021-02-04,2853.846435546875,3188.449951171875,3237.85009765625,3176.0,3216.050048828125,2057261
2021-02-05,2826.547119140625,3157.949951171875,3205.85009765625,3129.0,3198.949951171875,2366135
2021-02-08,2876.80517578125,3214.10009765625,3226.0,3155.14990234375,3189.5,2526592
2021-02-09,2843.50830078125,3176.89990234375,3245.800048828125,3164.0,3195.0,2658751
2021-02-10,2876.088623046875,3213.300048828125,3219.39990234375,3157.300048828125,3185.0,2127983
2021-02-11,2869.554931640625,3206.0,3219.300048828125,3185.050048828125,3215.0,1165882
2021-02-12,2855.94970703125,3190.800048828125,3245.5,3182.0,3184.199951171875,2777404
2021-02-15,2810.3466796875,3139.85009765625,3209.0,3131.550048828125,3209.0,2630853
2021-02-16,2782.554931640625,3108.800048828125,3167.64990234375,3100.0,3150.0,3435770
2021-02-17,2750.601806640625,3073.10009765625,3132.85009765625,3045.550048828125,3105.10009765625,3678426
2021-02-18,2736.504638671875,3057.35009765625,3097.89990234375,3031.0,3065.0,4189909
2021-02-19,2749.48291015625,3071.85009765625,3087.14990234375,3016.14990234375,3058.0,3725028
2021-02-22,2647.98291015625,2958.449951171875,3096.0,2943.14990234375,3096.0,5366696
2021-02-23,2667.45068359375,2980.199951171875,3028.0,2968.0,2970.0,3832829
2021-02-24,2638.719482421875,2948.10009765625,3003.35009765625,2921.14990234375,2972.0,3774549
2021-02-25,2680.966552734375,2995.300048828125,3029.89990234375,2968.449951171875,2974.0,4224073
2021-02-26,2590.5654296875,2894.300048828125,2972.35009765625,2880.0,2960.0,5553153
2021-03-01,2617.327880859375,2924.199951171875,2965.0,2901.800048828125,2926.0,3265871
2021-03-02,2690.856689453125,3006.35009765625,3025.0,2948.0,2960.0,3306469
2021-03-03,2738.070556640625,3059.10009765625,3064.0,2996.89990234375,3035.0,3509857
2021-03-04,2729.656982421875,3049.699951171875,3081.449951171875,3016.050048828125,3023.0,3916760
